State,Season,Total Specimens,Total A,Total B,A (Subtype N/A),A (2009 H1N1),A (H3),A (H3N2v),A (H5),B (Subtype N/A),BVic,BYam
Alabama,Season 2010-11,3318,375,473,32,146,197,0,0,473,0,0
Alabama,Season 2011-12,2082,134,4,5,9,120,0,0,4,0,0
Alabama,Season 2012-13,2627,406,69,6,5,395,0,0,69,0,0
Alabama,Season 2013-14,2258,155,21,17,98,40,0,0,21,0,0
Alabama,Season 2014-15,7667,897,208,706,4,187,0,0,208,0,0
Alabama,Season 2015-16,9406,523,77,427,59,37,0,0,73,2,2
Alabama,Season 2016-17,25488,1834,1043,1604,3,227,0,0,1014,15,14
Alabama,Season 2017-18,30756,4053,1407,3718,131,204,0,0,1337,4,66
Alabama,Season 2018-19,21984,2191,139,1987,42,162,0,0,119,20,0
Alabama,Season 2019-20,25694,1764,1096,1584,174,6,0,0,973,123,0
Alabama,Season 2020-21,25527,143,120,143,0,0,0,0,120,0,0
Alabama,Season 2021-22,30279,414,12,191,0,223,0,0,12,0,0
Alabama,Season 2022-23,14213,1334,10,1315,2,17,0,0,10,0,0
Alabama,Season 2023-24,16716,1062,1110,1062,0,0,0,0,1110,0,0
Alabama,Season 2023-24 ,498,39,13,2,28,9,0,0,0,13,0
Alabama,Season 2024-25,8289,1321,11,1059,97,165,0,0,11,0,0
Alabama,Season 2025-26,595,126,0,126,0,0,0,0,0,0,0
Alaska,Season 2010-11,3014,885,39,13,343,529,0,0,39,0,0
Alaska,Season 2011-12,3042,305,207,1,113,191,0,0,207,0,0
Alaska,Season 2012-13,3114,551,217,9,9,533,0,0,217,0,0
Alaska,Season 2013-14,2843,602,64,1,484,117,0,0,64,0,0
Alaska,Season 2014-15,3701,848,155,76,21,751,0,0,155,0,0
Alaska,Season 2015-16,5095,768,252,58,607,103,0,0,249,1,2
Alaska,Season 2016-17,5222,922,265,3,14,905,0,0,252,2,11
Alaska,Season 2017-18,3745,858,360,34,173,651,0,0,354,1,5
Alaska,Season 2018-19,4899,1686,99,56,718,912,0,0,99,0,0
Alaska,Season 2019-20,2091,151,398,24,102,25,0,0,398,0,0
Alaska,Season 2020-21,239,6,5,3,1,2,0,0,5,0,0
Alaska,Season 2021-22,1228,239,13,28,0,211,0,0,5,8,0
Alaska,Season 2022-23,2696,764,13,203,125,436,0,0,3,10,0
Alaska,Season 2023-24 ,91,9,1,2,7,0,0,0,1,0,0
Alaska,Season 2024-25,631,256,14,30,83,143,0,0,1,13,0
Arizona,Season 2010-11,5112,1755,395,25,446,1284,0,0,395,0,0
Arizona,Season 2011-12,3517,840,137,26,452,362,0,0,137,0,0
Arizona,Season 2012-13,4425,1556,428,31,62,1463,0,0,428,0,0
Arizona,Season 2013-14,4237,1476,415,31,1149,296,0,0,415,0,0
Arizona,Season 2014-15,6689,2138,207,92,192,1854,0,0,207,0,0
Arizona,Season 2015-16,5957,1831,533,291,762,778,0,0,76,58,399
Arizona,Season 2016-17,11525,1979,1075,286,63,1630,0,0,270,227,578
Arizona,Season 2017-18,14854,3161,1268,926,180,2055,0,0,351,197,720
Arizona,Season 2018-19,14577,2688,104,868,1192,628,0,0,52,30,22
Arizona,Season 2019-20,14030,1489,1214,824,632,33,0,0,646,560,8
Arizona,Season 2020-21,7413,25,74,23,1,1,0,0,73,1,0
Arizona,Season 2021-22,15686,1321,6,584,0,737,0,0,2,4,0
Arizona,Season 2022-23,13625,1406,208,666,227,513,0,0,72,136,0
Arizona,Season 2023-24,13868,767,723,767,0,0,0,0,723,0,0
Arizona,Season 2023-24 ,3530,706,225,11,536,159,0,0,5,220,0
Arizona,Season 2024-25,16196,3815,216,3747,18,48,0,2,213,3,0
Arizona,Season 2025-26,1144,381,9,381,0,0,0,0,9,0,0
Arkansas,Season 2010-11,2125,256,216,26,107,123,0,0,216,0,0
Arkansas,Season 2011-12,1031,57,13,2,16,39,0,0,13,0,0
Arkansas,Season 2012-13,1850,245,145,97,12,136,0,0,145,0,0
Arkansas,Season 2013-14,1946,274,9,114,140,20,0,0,9,0,0
Arkansas,Season 2014-15,3731,763,215,544,20,199,0,0,215,0,0
Arkansas,Season 2015-16,2449,151,134,99,20,32,0,0,122,12,0
Arkansas,Season 2016-17,3356,358,77,307,0,51,0,0,73,4,0
Arkansas,Season 2017-18,8645,1237,1057,1115,21,101,0,0,1014,0,43
Arkansas,Season 2018-19,11435,2636,123,2493,74,69,0,0,121,2,0
Arkansas,Season 2019-20,9463,1247,1351,1100,146,1,0,0,1306,45,0
Arkansas,Season 2020-21,6318,33,50,33,0,0,0,0,50,0,0
Arkansas,Season 2021-22,76524,1718,55,1532,0,186,0,0,55,0,0
Arkansas,Season 2022-23,26793,2947,94,2818,99,30,0,0,92,2,0
Arkansas,Season 2023-24,18216,2475,1174,2475,0,0,0,0,1174,0,0
Arkansas,Season 2023-24 ,1945,447,42,205,49,193,0,0,6,36,0
Arkansas,Season 2024-25,13400,2637,27,2164,260,213,0,0,25,2,0
Arkansas,Season 2025-26,551,60,0,60,0,0,0,0,0,0,0
California,Season 2010-11,9588,802,385,296,264,242,0,0,385,0,0
California,Season 2011-12,9155,1194,127,328,310,556,0,0,127,0,0
California,Season 2012-13,14045,1513,545,581,90,842,0,0,545,0,0
California,Season 2013-14,17491,1877,297,702,1020,155,0,0,297,0,0
California,Season 2014-15,42148,7614,1207,2381,119,5114,0,0,1207,0,0
California,Season 2015-16,59255,6002,3947,3042,1463,1497,0,0,2835,309,803
California,Season 2016-17,54565,7847,715,2967,184,4696,0,0,535,28,152
California,Season 2017-18,71601,11915,5609,6590,661,4664,0,0,4038,282,1289
California,Season 2018-19,38821,7621,237,3324,2991,1306,0,0,167,33,37
California,Season 2019-20,110392,15548,10017,12221,3055,272,0,0,8239,1742,36
California,Season 2020-21,162479,650,674,647,0,3,0,0,670,1,3
California,Season 2021-22,279131,9748,93,8538,6,1204,0,0,91,2,0
California,Season 2022-23,503869,51665,559,48624,448,2593,0,0,503,56,0
California,Season 2023-24,518926,37943,6894,37943,0,0,0,0,6894,0,0
California,Season 2023-24 ,9869,3036,448,162,1818,1056,0,0,109,339,0
California,Season 2024-25,393874,67738,6287,59156,3827,4701,0,54,6093,194,0
California,Season 2025-26,27500,5055,260,5055,0,0,0,0,260,0,0
Colorado,Season 2010-11,10268,764,401,503,82,179,0,0,401,0,0
Colorado,Season 2011-12,8776,874,14,407,29,438,0,0,14,0,0
Colorado,Season 2012-13,13158,1200,809,723,113,364,0,0,809,0,0
Colorado,Season 2013-14,14458,2311,164,296,1911,104,0,0,164,0,0
Colorado,Season 2014-15,17981,3619,722,1762,448,1409,0,0,722,0,0
Colorado,Season 2015-16,21067,2523,493,1254,913,356,0,0,309,40,144
Colorado,Season 2016-17,22117,1886,1068,1616,3,267,0,0,818,31,219
Colorado,Season 2017-18,32773,3387,1405,2832,54,501,0,0,1241,2,162
Colorado,Season 2018-19,26970,5324,364,4263,520,541,0,0,345,16,3
Colorado,Season 2019-20,37053,3672,2418,3067,552,53,0,0,2231,187,0
Colorado,Season 2020-21,57031,113,263,112,0,1,0,0,263,0,0
Colorado,Season 2021-22,66479,2975,7,2261,1,713,0,0,6,1,0
Colorado,Season 2022-23,60479,5934,286,5280,206,448,0,0,185,101,0
Colorado,Season 2023-24,58468,4623,2763,4623,0,0,0,0,2763,0,0
Colorado,Season 2023-24 ,1636,903,317,19,460,412,1,11,14,303,0
Colorado,Season 2024-25,32708,5675,57,5512,43,120,0,0,56,1,0
Colorado,Season 2025-26,2286,533,8,533,0,0,0,0,8,0,0
Connecticut,Season 2010-11,6394,1640,239,35,440,1165,0,0,239,0,0
Connecticut,Season 2011-12,5281,341,23,92,64,185,0,0,23,0,0
Connecticut,Season 2012-13,7891,1315,294,344,29,942,0,0,294,0,0
Connecticut,Season 2013-14,9931,1762,292,578,640,544,0,0,292,0,0
Connecticut,Season 2014-15,13798,1622,363,793,59,770,0,0,363,0,0
Connecticut,Season 2015-16,17528,1944,625,1149,662,133,0,0,625,0,0
Connecticut,Season 2016-17,17397,2494,799,1507,19,968,0,0,474,62,263
Connecticut,Season 2017-18,29158,3542,2084,2494,161,887,0,0,1614,47,423
Connecticut,Season 2018-19,28447,4205,136,3345,560,300,0,0,106,4,26
Connecticut,Season 2019-20,33119,2890,3611,2549,272,69,0,0,3186,410,15
Connecticut,Season 2020-21,12490,140,163,140,0,0,0,0,162,1,0
Connecticut,Season 2021-22,50612,3046,10,2654,2,390,0,0,10,0,0
Connecticut,Season 2022-23,79104,8498,149,7821,191,486,0,0,145,4,0
Connecticut,Season 2023-24,69654,4977,932,4977,0,0,0,0,932,0,0
Connecticut,Season 2023-24 ,4240,1116,195,94,584,438,0,0,5,190,0
Connecticut,Season 2024-25,42117,6171,425,5048,628,495,0,0,422,3,0
Connecticut,Season 2025-26,2759,429,19,429,0,0,0,0,19,0,0
Delaware,Season 2010-11,5646,1363,229,5,723,635,0,0,229,0,0
Delaware,Season 2011-12,3539,254,44,1,20,233,0,0,44,0,0
Delaware,Season 2012-13,3634,1024,487,253,37,734,0,0,487,0,0
Delaware,Season 2013-14,4883,1223,201,466,616,141,0,0,201,0,0
Delaware,Season 2014-15,5529,1377,67,573,43,761,0,0,67,0,0
Delaware,Season 2015-16,7594,1140,353,653,414,73,0,0,206,78,69
Delaware,Season 2016-17,9304,1546,442,881,5,659,1,0,288,27,127
Delaware,Season 2017-18,11617,1747,1028,1202,163,382,0,0,722,100,206
Delaware,Season 2018-19,12622,2359,34,1509,439,411,0,0,21,8,5
Delaware,Season 2019-20,14804,1674,963,1141,507,26,0,0,602,359,2
Delaware,Season 2020-21,2968,54,50,53,0,1,0,0,50,0,0
Delaware,Season 2021-22,2107,607,3,84,1,522,0,0,1,1,1
Delaware,Season 2022-23,737,232,11,23,100,109,0,0,0,11,0
Delaware,Season 2023-24 ,2393,600,192,72,331,197,0,0,20,172,0
Delaware,Season 2024-25,1152,575,13,33,209,332,0,1,12,1,0
District of Columbia,Season 2010-11,507,101,36,84,10,7,0,0,36,0,0
District of Columbia,Season 2012-13,47,7,22,0,3,4,0,0,22,0,0
District of Columbia,Season 2013-14,159,110,5,0,104,6,0,0,5,0,0
District of Columbia,Season 2014-15,238,189,8,0,9,180,0,0,8,0,0
District of Columbia,Season 2015-16,188,84,10,0,68,16,0,0,7,0,3
District of Columbia,Season 2016-17,73,35,7,0,1,34,0,0,3,0,4
District of Columbia,Season 2017-18,566,249,85,0,56,193,0,0,0,5,80
District of Columbia,Season 2018-19,1418,275,27,0,147,128,0,0,1,19,7
District of Columbia,Season 2019-20,898,156,122,0,138,18,0,0,0,120,2
District of Columbia,Season 2020-21,32,0,0,0,0,0,0,0,0,0,0
District of Columbia,Season 2021-22,298,59,1,1,0,58,0,0,1,0,0
District of Columbia,Season 2022-23,1729,386,20,17,77,292,0,0,1,19,0
District of Columbia,Season 2023-24 ,2205,797,207,44,412,341,0,0,5,202,0
District of Columbia,Season 2024-25,1274,799,18,36,323,440,0,0,0,18,0
Florida,Season 2010-11,16864,2562,904,1707,310,545,0,0,904,0,0
Florida,Season 2011-12,13024,1235,394,1074,73,88,0,0,394,0,0
Florida,Season 2012-13,20273,2956,1388,2234,60,662,0,0,1388,0,0
Florida,Season 2013-14,19880,2812,726,2245,488,79,0,0,726,0,0
Florida,Season 2014-15,60496,5698,1491,4493,21,1184,0,0,1491,0,0
Florida,Season 2015-16,62524,6651,3246,6045,360,246,0,0,3242,1,3
Florida,Season 2016-17,65516,8311,3909,7500,30,781,0,0,3898,6,5
Florida,Season 2017-18,90778,10799,5514,9325,317,1157,0,0,5424,9,81
Florida,Season 2018-19,87404,13165,1768,12014,524,627,0,0,1632,93,43
Florida,Season 2019-20,49784,4936,1986,3226,1626,84,0,0,1447,525,14
Florida,Season 2020-21,74009,241,122,238,1,2,0,0,118,2,2
Florida,Season 2021-22,60168,4503,24,3082,6,1415,0,0,24,0,0
Florida,Season 2022-23,19837,2060,288,919,333,808,0,0,156,132,0
Florida,Season 2023-24,15520,763,430,763,0,0,0,0,430,0,0
Florida,Season 2023-24 ,2577,1259,377,22,757,480,0,0,12,365,0
Florida,Season 2024-25,9785,2119,37,868,505,746,0,0,36,1,0
Florida,Season 2025-26,546,75,1,75,0,0,0,0,1,0,0
Georgia,Season 2010-11,18681,1438,1665,1058,128,252,0,0,1665,0,0
Georgia,Season 2011-12,13272,508,176,400,49,59,0,0,176,0,0
Georgia,Season 2012-13,29219,3102,1975,2740,47,315,0,0,1975,0,0
Georgia,Season 2013-14,25449,2560,685,2259,240,61,0,0,685,0,0
Georgia,Season 2014-15,33200,3652,1083,3176,38,438,0,0,1083,0,0
Georgia,Season 2015-16,27068,1861,782,1496,297,68,0,0,703,38,41
Georgia,Season 2016-17,38643,4099,2333,3014,27,1058,0,0,1833,333,167
Georgia,Season 2017-18,51755,7840,2755,6997,261,582,0,0,2495,6,254
Georgia,Season 2018-19,46668,5360,522,4620,228,512,0,0,506,13,3
Georgia,Season 2019-20,56581,6001,3655,5343,646,12,0,0,3364,286,5
Georgia,Season 2020-21,36503,550,361,550,0,0,0,0,361,0,0
Georgia,Season 2021-22,54843,3298,209,2390,9,899,0,0,205,4,0
Georgia,Season 2022-23,68419,7347,784,5857,456,1034,0,0,629,155,0
Georgia,Season 2023-24,83571,5699,4207,5699,0,0,0,0,4207,0,0
Georgia,Season 2023-24 ,3479,1276,504,230,673,373,0,0,24,480,0
Georgia,Season 2024-25,46297,6527,114,6192,100,235,0,0,114,0,0
Georgia,Season 2025-26,3897,691,3,691,0,0,0,0,3,0,0
Hawaii,Season 2010-11,9657,1556,467,339,808,409,0,0,467,0,0
Hawaii,Season 2011-12,7215,1079,370,182,42,855,0,0,370,0,0
Hawaii,Season 2012-13,12691,1849,1115,299,77,1473,0,0,1115,0,0
Hawaii,Season 2013-14,10038,1592,325,365,826,401,0,0,325,0,0
Hawaii,Season 2014-15,10878,2203,418,618,83,1502,0,0,418,0,0
Hawaii,Season 2015-16,9843,1345,420,493,478,374,0,0,153,80,187
Hawaii,Season 2016-17,9745,1349,461,407,53,889,0,0,183,89,189
Hawaii,Season 2017-18,10443,1545,740,371,102,1072,0,0,198,42,500
Hawaii,Season 2018-19,9885,1727,285,668,701,358,0,0,55,205,25
Hawaii,Season 2019-20,17473,2482,793,1134,1283,64,1,0,351,441,1
Hawaii,Season 2020-21,14614,67,17,67,0,0,0,0,17,0,0
Hawaii,Season 2021-22,29496,931,26,682,1,248,0,0,22,4,0
Hawaii,Season 2022-23,71515,3247,201,2884,93,270,0,0,157,44,0
Hawaii,Season 2023-24,77843,3715,1168,3715,0,0,0,0,1168,0,0
Hawaii,Season 2023-24 ,2901,965,183,22,437,506,0,0,5,178,0
Hawaii,Season 2024-25,21618,2143,92,1761,318,64,0,0,66,26,0
Hawaii,Season 2025-26,1664,221,8,221,0,0,0,0,8,0,0
Idaho,Season 2010-11,217,160,26,0,13,147,0,0,26,0,0
Idaho,Season 2011-12,75,52,2,0,14,38,0,0,2,0,0
Idaho,Season 2012-13,622,393,165,0,3,390,0,0,165,0,0
Idaho,Season 2013-14,466,355,11,0,323,32,0,0,11,0,0
Idaho,Season 2014-15,1813,596,57,140,54,402,0,0,57,0,0
Idaho,Season 2015-16,1449,422,364,117,200,105,0,0,53,28,283
Idaho,Season 2016-17,3313,1335,53,343,9,983,0,0,11,16,26
Idaho,Season 2017-18,4716,968,713,397,94,477,0,0,269,9,435
Idaho,Season 2018-19,4675,1836,43,486,858,492,0,0,25,8,10
Idaho,Season 2019-20,6094,978,1151,353,546,79,0,0,226,913,12
Idaho,Season 2020-21,2849,8,30,8,0,0,0,0,30,0,0
Idaho,Season 2021-22,19791,827,29,552,0,275,0,0,29,0,0
Idaho,Season 2022-23,18966,3087,43,1654,401,1032,0,0,38,5,0
Idaho,Season 2023-24,13300,820,359,820,0,0,0,0,359,0,0
Idaho,Season 2023-24 ,819,408,187,10,333,65,0,0,2,185,0
Idaho,Season 2024-25,7974,1985,29,1219,381,385,0,0,21,8,0
Idaho,Season 2025-26,765,154,0,154,0,0,0,0,0,0,0
Illinois,Season 2010-11,2339,531,74,97,134,300,0,0,74,0,0
Illinois,Season 2011-12,1838,306,89,60,46,200,0,0,89,0,0
Illinois,Season 2012-13,2768,384,86,74,6,304,0,0,86,0,0
Illinois,Season 2013-14,4376,597,83,164,374,59,0,0,83,0,0
Illinois,Season 2014-15,18365,2526,885,1740,81,705,0,0,885,0,0
Illinois,Season 2015-16,18692,1568,383,1234,249,85,0,0,325,21,37
Illinois,Season 2016-17,20946,2059,1685,1574,6,479,0,0,1280,325,80
Illinois,Season 2017-18,21675,3892,1567,3026,144,722,0,0,1168,1,398
Illinois,Season 2018-19,15187,2264,135,1655,445,164,0,0,121,4,10
Illinois,Season 2019-20,20140,2202,1757,1804,376,22,0,0,1489,268,0
Illinois,Season 2020-21,4631,83,121,83,0,0,0,0,121,0,0
Illinois,Season 2021-22,182010,1601,20,1228,0,373,0,0,20,0,0
Illinois,Season 2022-23,78711,3707,76,3160,163,384,0,0,73,3,0
Illinois,Season 2023-24,12816,814,740,814,0,0,0,0,740,0,0
Illinois,Season 2023-24 ,4939,436,129,151,190,95,0,0,41,88,0
Illinois,Season 2024-25,12609,2541,49,1968,381,192,0,0,46,3,0
Illinois,Season 2025-26,834,150,4,150,0,0,0,0,4,0,0
Indiana,Season 2010-11,5190,646,451,137,374,135,0,0,451,0,0
Indiana,Season 2011-12,1457,206,15,0,26,180,0,0,15,0,0
Indiana,Season 2012-13,2722,515,157,20,37,458,0,0,157,0,0
Indiana,Season 2013-14,3023,388,19,0,340,48,0,0,19,0,0
Indiana,Season 2014-15,6953,1324,176,664,41,619,0,0,176,0,0
Indiana,Season 2015-16,6183,759,125,378,270,111,0,0,75,31,19
Indiana,Season 2016-17,9452,1570,638,837,39,694,0,0,404,112,122
Indiana,Season 2017-18,13763,2310,1126,1621,126,562,1,0,879,14,233
Indiana,Season 2018-19,11338,2010,39,1438,287,285,0,0,21,11,7
Indiana,Season 2019-20,13526,1120,954,832,283,5,0,0,699,250,5
Indiana,Season 2020-21,13320,38,36,38,0,0,0,0,36,0,0
Indiana,Season 2021-22,20166,847,5,745,1,101,0,0,5,0,0
Indiana,Season 2022-23,15855,1316,13,1275,17,24,0,0,9,4,0
Indiana,Season 2023-24,11709,468,345,468,0,0,0,0,345,0,0
Indiana,Season 2023-24 ,359,120,51,4,51,65,0,0,1,50,0
Indiana,Season 2024-25,6909,866,9,631,118,117,0,0,7,2,0
Indiana,Season 2025-26,477,43,0,43,0,0,0,0,0,0,0
Iowa,Season 2010-11,2990,699,369,21,299,379,0,0,369,0,0
Iowa,Season 2011-12,2428,1203,33,29,120,1054,0,0,33,0,0
Iowa,Season 2012-13,4102,1491,362,77,15,1398,1,0,362,0,0
Iowa,Season 2013-14,1521,689,45,30,508,151,0,0,45,0,0
Iowa,Season 2014-15,5080,1067,333,307,95,665,0,0,333,0,0
Iowa,Season 2015-16,4830,632,141,223,278,131,0,0,37,26,78
Iowa,Season 2016-17,8925,1805,612,968,15,822,0,0,383,79,150
Iowa,Season 2017-18,15382,2973,1847,1932,60,980,1,0,1365,2,480
Iowa,Season 2018-19,12369,2649,51,1761,468,420,0,0,14,27,10
Iowa,Season 2019-20,11418,1431,1684,842,528,61,0,0,1051,629,4
Iowa,Season 2020-21,12730,31,64,27,3,0,1,0,64,0,0
Iowa,Season 2021-22,48277,2893,9,2734,1,158,0,0,9,0,0
Iowa,Season 2022-23,84564,11095,530,10778,105,212,0,0,415,115,0
Iowa,Season 2023-24,63707,5809,2861,5809,0,0,0,0,2861,0,0
Iowa,Season 2023-24 ,786,435,250,16,223,196,0,0,5,245,0
Iowa,Season 2024-25,49092,9351,220,8229,751,370,0,1,220,0,0
Iowa,Season 2025-26,3015,445,11,445,0,0,0,0,11,0,0
Kansas,Season 2010-11,422,176,47,1,75,100,0,0,47,0,0
Kansas,Season 2011-12,164,118,1,1,23,94,0,0,1,0,0
Kansas,Season 2012-13,98,47,20,0,0,47,0,0,20,0,0
Kansas,Season 2013-14,119,71,1,1,58,12,0,0,1,0,0
Kansas,Season 2014-15,7489,953,350,860,8,85,0,0,350,0,0
Kansas,Season 2015-16,5573,455,182,324,108,23,0,0,156,6,20
Kansas,Season 2016-17,4207,418,123,292,4,122,0,0,111,2,10
Kansas,Season 2017-18,3988,360,185,283,23,54,0,0,168,2,15
Kansas,Season 2018-19,3826,476,75,250,70,156,0,0,75,0,0
Kansas,Season 2019-20,3963,334,149,245,89,0,0,0,142,7,0
Kansas,Season 2020-21,46375,13,12,13,0,0,0,0,12,0,0
Kansas,Season 2021-22,37926,832,2,578,0,254,0,0,2,0,0
Kansas,Season 2022-23,11416,1016,10,921,24,71,0,0,6,4,0
Kansas,Season 2023-24,13901,1113,483,1113,0,0,0,0,483,0,0
Kansas,Season 2023-24 ,486,31,18,8,11,12,0,0,3,15,0
Kansas,Season 2024-25,1023,28,0,19,5,4,0,0,0,0,0
Kentucky,Season 2010-11,2114,309,104,9,239,61,0,0,104,0,0
Kentucky,Season 2011-12,960,126,9,11,23,92,0,0,9,0,0
Kentucky,Season 2012-13,1496,271,83,4,7,260,0,0,83,0,0
Kentucky,Season 2013-14,3093,275,18,0,248,27,0,0,18,0,0
Kentucky,Season 2014-15,7356,751,166,349,35,367,0,0,166,0,0
Kentucky,Season 2015-16,10365,506,313,351,110,45,0,0,306,5,2
